QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
254,Factor Combinations,factor-combinations,Medium,49.52464041315973,True,backtracking,algorithms
255,Verify Preorder Sequence in Binary Search Tree,verify-preorder-sequence-in-binary-search-tree,Medium,49.920890965501044,True,"array,stack,tree,binary-search-tree,recursion,monotonic-stack,binary-tree",algorithms
256,Paint House,paint-house,Medium,62.50821302631182,True,"array,dynamic-programming",algorithms
257,Binary Tree Paths,binary-tree-paths,Easy,63.70300698906549,False,"string,backtracking,tree,depth-first-search,binary-tree",algorithms
258,Add Digits,add-digits,Easy,66.60665982571705,False,"math,simulation,number-theory",algorithms
259,3Sum Smaller,3sum-smaller,Medium,50.7585559230195,True,"array,two-pointers,binary-search,sorting",algorithms
260,Single Number III,single-number-iii,Medium,68.40469572763843,False,"array,bit-manipulation",algorithms
261,Graph Valid Tree,graph-valid-tree,Medium,48.125631643563686,True,"depth-first-search,breadth-first-search,union-find,graph",algorithms
262,Trips and Users,trips-and-users,Hard,36.38570967800097,False,database,database
263,Ugly Number,ugly-number,Easy,41.93368026477467,False,math,algorithms
264,Ugly Number II,ugly-number-ii,Medium,46.191642196352426,False,"hash-table,math,dynamic-programming,heap-priority-queue",algorithms
265,Paint House II,paint-house-ii,Hard,54.69144278695687,True,"array,dynamic-programming",algorithms
266,Palindrome Permutation,palindrome-permutation,Easy,67.2698625856762,True,"hash-table,string,bit-manipulation",algorithms
267,Palindrome Permutation II,palindrome-permutation-ii,Medium,41.472536081969416,True,"hash-table,string,backtracking",algorithms
268,Missing Number,missing-number,Easy,66.85051633922882,False,"array,hash-table,math,binary-search,bit-manipulation,sorting",algorithms
269,Alien Dictionary,alien-dictionary,Hard,35.76753516824178,True,"array,string,depth-first-search,breadth-first-search,graph,topological-sort",algorithms
270,Closest Binary Search Tree Value,closest-binary-search-tree-value,Easy,51.609298945503824,True,"binary-search,tree,depth-first-search,binary-search-tree,binary-tree",algorithms
271,Encode and Decode Strings,encode-and-decode-strings,Medium,46.59314987038199,True,"array,string,design",algorithms
272,Closest Binary Search Tree Value II,closest-binary-search-tree-value-ii,Hard,59.10469270723871,True,"two-pointers,stack,tree,depth-first-search,binary-search-tree,heap-priority-queue,binary-tree",algorithms
273,Integer to English Words,integer-to-english-words,Hard,30.615150327240226,False,"math,string,recursion",algorithms
274,H-Index,h-index,Medium,38.978371973455275,False,"array,sorting,counting-sort",algorithms
275,H-Index II,h-index-ii,Medium,38.13720592115234,False,"array,binary-search",algorithms
276,Paint Fence,paint-fence,Medium,46.63035656683457,True,dynamic-programming,algorithms
277,Find the Celebrity,find-the-celebrity,Medium,47.23604382367789,True,"two-pointers,graph,interactive",algorithms
278,First Bad Version,first-bad-version,Easy,44.41341225677608,False,"binary-search,interactive",algorithms
279,Perfect Squares,perfect-squares,Medium,54.81296104729165,False,"math,dynamic-programming,breadth-first-search",algorithms
280,Wiggle Sort,wiggle-sort,Medium,67.68368706917553,True,"array,greedy,sorting",algorithms
281,Zigzag Iterator,zigzag-iterator,Medium,63.880392760614455,True,"array,design,queue,iterator",algorithms
282,Expression Add Operators,expression-add-operators,Hard,39.88622480825555,False,"math,string,backtracking",algorithms
283,Move Zeroes,move-zeroes,Easy,61.76319003353166,False,"array,two-pointers",algorithms
284,Peeking Iterator,peeking-iterator,Medium,59.5184112983956,False,"array,design,iterator",algorithms
285,Inorder Successor in BST,inorder-successor-in-bst,Medium,49.74876342140186,True,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
286,Walls and Gates,walls-and-gates,Medium,61.41357764672845,True,"array,breadth-first-search,matrix",algorithms
287,Find the Duplicate Number,find-the-duplicate-number,Medium,60.80529789181003,False,"array,two-pointers,binary-search,bit-manipulation",algorithms
288,Unique Word Abbreviation,unique-word-abbreviation,Medium,26.271417599219028,True,"array,hash-table,string,design",algorithms
289,Game of Life,game-of-life,Medium,69.15440850031077,False,"array,matrix,simulation",algorithms
290,Word Pattern,word-pattern,Easy,42.04793701213927,False,"hash-table,string",algorithms
291,Word Pattern II,word-pattern-ii,Medium,47.66876252783055,True,"hash-table,string,backtracking",algorithms
292,Nim Game,nim-game,Easy,56.86380432710204,False,"math,brainteaser,game-theory",algorithms
293,Flip Game,flip-game,Easy,64.56815542181396,True,string,algorithms
294,Flip Game II,flip-game-ii,Medium,52.09911592945088,True,"math,dynamic-programming,backtracking,memoization,game-theory",algorithms
295,Find Median from Data Stream,find-median-from-data-stream,Hard,51.921627330638856,False,"two-pointers,design,sorting,heap-priority-queue,data-stream",algorithms
296,Best Meeting Point,best-meeting-point,Hard,60.94219943634073,True,"array,math,sorting,matrix",algorithms
297,Serialize and Deserialize Binary Tree,serialize-and-deserialize-binary-tree,Hard,56.80090950981255,False,"string,tree,depth-first-search,breadth-first-search,design,binary-tree",algorithms
298,Binary Tree Longest Consecutive Sequence,binary-tree-longest-consecutive-sequence,Medium,53.50446121173904,True,"tree,depth-first-search,binary-tree",algorithms
299,Bulls and Cows,bulls-and-cows,Medium,50.288493762424345,False,"hash-table,string,counting",algorithms
300,Longest Increasing Subsequence,longest-increasing-subsequence,Medium,55.378482484704975,False,"array,binary-search,dynamic-programming",algorithms
301,Remove Invalid Parentheses,remove-invalid-parentheses,Hard,48.226814236666456,False,"string,backtracking,breadth-first-search",algorithms
302,Smallest Rectangle Enclosing Black Pixels,smallest-rectangle-enclosing-black-pixels,Hard,58.931838300383596,True,"array,binary-search,depth-first-search,breadth-first-search,matrix",algorithms
303,Range Sum Query - Immutable,range-sum-query-immutable,Easy,63.45317730741918,False,"array,design,prefix-sum",algorithms
304,Range Sum Query 2D - Immutable,range-sum-query-2d-immutable,Medium,54.605909638032436,False,"array,design,matrix,prefix-sum",algorithms
305,Number of Islands II,number-of-islands-ii,Hard,39.876970608112764,True,"array,hash-table,union-find",algorithms
306,Additive Number,additive-number,Medium,31.56766805212115,False,"string,backtracking",algorithms
307,Range Sum Query - Mutable,range-sum-query-mutable,Medium,40.95960548571985,False,"array,design,binary-indexed-tree,segment-tree",algorithms
308,Range Sum Query 2D - Mutable,range-sum-query-2d-mutable,Hard,44.086346182331965,True,"array,design,binary-indexed-tree,segment-tree,matrix",algorithms
309,Best Time to Buy and Sell Stock with Cooldown,best-time-to-buy-and-sell-stock-with-cooldown,Medium,58.139615267625885,False,"array,dynamic-programming",algorithms
310,Minimum Height Trees,minimum-height-trees,Medium,41.74808782085503,False,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
311,Sparse Matrix Multiplication,sparse-matrix-multiplication,Medium,68.08988282059897,True,"array,hash-table,matrix",algorithms
312,Burst Balloons,burst-balloons,Hard,58.809505853172105,False,"array,dynamic-programming",algorithms
313,Super Ugly Number,super-ugly-number,Medium,45.237279696598385,False,"array,math,dynamic-programming",algorithms
314,Binary Tree Vertical Order Traversal,binary-tree-vertical-order-traversal,Medium,54.39847385719511,True,"hash-table,tree,depth-first-search,breadth-first-search,sorting,binary-tree",algorithms
315,Count of Smaller Numbers After Self,count-of-smaller-numbers-after-self,Hard,42.4303885685102,False,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set",algorithms
316,Remove Duplicate Letters,remove-duplicate-letters,Medium,49.67085828134325,False,"string,stack,greedy,monotonic-stack",algorithms
317,Shortest Distance from All Buildings,shortest-distance-from-all-buildings,Hard,43.19935489121187,True,"array,breadth-first-search,matrix",algorithms
318,Maximum Product of Word Lengths,maximum-product-of-word-lengths,Medium,59.99512372170857,False,"array,string,bit-manipulation",algorithms
319,Bulb Switcher,bulb-switcher,Medium,52.777099063051125,False,"math,brainteaser",algorithms
320,Generalized Abbreviation,generalized-abbreviation,Medium,58.41523025469514,True,"string,backtracking,bit-manipulation",algorithms
321,Create Maximum Number,create-maximum-number,Hard,30.15927495572932,False,"array,two-pointers,stack,greedy,monotonic-stack",algorithms
322,Coin Change,coin-change,Medium,43.96773371271133,False,"array,dynamic-programming,breadth-first-search",algorithms
323,Number of Connected Components in an Undirected Graph,number-of-connected-components-in-an-undirected-graph,Medium,62.814832548696565,True,"depth-first-search,breadth-first-search,union-find,graph",algorithms
324,Wiggle Sort II,wiggle-sort-ii,Medium,34.348349857865905,False,"array,divide-and-conquer,sorting,quickselect",algorithms
325,Maximum Size Subarray Sum Equals k,maximum-size-subarray-sum-equals-k,Medium,49.49052021415057,True,"array,hash-table,prefix-sum",algorithms
326,Power of Three,power-of-three,Easy,46.568146246265584,False,"math,recursion",algorithms
327,Count of Range Sum,count-of-range-sum,Hard,35.92082954747698,False,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set",algorithms
328,Odd Even Linked List,odd-even-linked-list,Medium,61.39297347291664,False,linked-list,algorithms
329,Longest Increasing Path in a Matrix,longest-increasing-path-in-a-matrix,Hard,53.63268110591517,False,"array,dynamic-programming,depth-first-search,breadth-first-search,graph,topological-sort,memoization,matrix",algorithms
330,Patching Array,patching-array,Hard,41.85129054894769,False,"array,greedy",algorithms
331,Verify Preorder Serialization of a Binary Tree,verify-preorder-serialization-of-a-binary-tree,Medium,45.22370983603396,False,"string,stack,tree,binary-tree",algorithms
332,Reconstruct Itinerary,reconstruct-itinerary,Hard,43.24559182474655,False,"depth-first-search,graph,eulerian-circuit",algorithms
333,Largest BST Subtree,largest-bst-subtree,Medium,43.830734419816935,True,"dynamic-programming,tree,depth-first-search,binary-search-tree,binary-tree",algorithms
334,Increasing Triplet Subsequence,increasing-triplet-subsequence,Medium,39.86675337956918,False,"array,greedy",algorithms
335,Self Crossing,self-crossing,Hard,30.502567377018654,False,"array,math,geometry",algorithms
336,Palindrome Pairs,palindrome-pairs,Hard,35.33046268559185,False,"array,hash-table,string,trie",algorithms
337,House Robber III,house-robber-iii,Medium,54.255026124286246,False,"dynamic-programming,tree,depth-first-search,binary-tree",algorithms
338,Counting Bits,counting-bits,Easy,78.29385690394346,False,"dynamic-programming,bit-manipulation",algorithms
339,Nested List Weight Sum,nested-list-weight-sum,Medium,83.65261775237364,True,"depth-first-search,breadth-first-search",algorithms
340,Longest Substring with At Most K Distinct Characters,longest-substring-with-at-most-k-distinct-characters,Medium,48.82936415169457,True,"hash-table,string,sliding-window",algorithms
341,Flatten Nested List Iterator,flatten-nested-list-iterator,Medium,64.4894496110899,False,"stack,tree,depth-first-search,design,queue,iterator",algorithms
342,Power of Four,power-of-four,Easy,48.000756838733906,False,"math,bit-manipulation,recursion",algorithms
343,Integer Break,integer-break,Medium,60.34228091398987,False,"math,dynamic-programming",algorithms
344,Reverse String,reverse-string,Easy,77.84217318620868,False,"two-pointers,string",algorithms
345,Reverse Vowels of a String,reverse-vowels-of-a-string,Easy,53.11572324254453,False,"two-pointers,string",algorithms
346,Moving Average from Data Stream,moving-average-from-data-stream,Easy,78.37595684562034,True,"array,design,queue,data-stream",algorithms
347,Top K Frequent Elements,top-k-frequent-elements,Medium,62.77197164206556,False,"array,hash-table,divide-and-conquer,sorting,heap-priority-queue,bucket-sort,counting,quickselect",algorithms
348,Design Tic-Tac-Toe,design-tic-tac-toe,Medium,57.989743687779885,True,"array,hash-table,design,matrix,simulation",algorithms
349,Intersection of Two Arrays,intersection-of-two-arrays,Easy,74.50007666397931,False,"array,hash-table,two-pointers,binary-search,sorting",algorithms
350,Intersection of Two Arrays II,intersection-of-two-arrays-ii,Easy,56.48653506880188,False,"array,hash-table,two-pointers,binary-search,sorting",algorithms
351,Android Unlock Patterns,android-unlock-patterns,Medium,51.83578487703976,True,"dynamic-programming,backtracking,bit-manipulation,bitmask",algorithms
352,Data Stream as Disjoint Intervals,data-stream-as-disjoint-intervals,Hard,60.03226736449925,False,"binary-search,design,ordered-set",algorithms
353,Design Snake Game,design-snake-game,Medium,38.756711013692545,True,"array,hash-table,design,queue,simulation",algorithms
354,Russian Doll Envelopes,russian-doll-envelopes,Hard,37.105789824194375,False,"array,binary-search,dynamic-programming,sorting",algorithms
355,Design Twitter,design-twitter,Medium,39.464830432442135,False,"hash-table,linked-list,design,heap-priority-queue",algorithms
356,Line Reflection,line-reflection,Medium,35.529495938364356,True,"array,hash-table,math",algorithms
357,Count Numbers with Unique Digits,count-numbers-with-unique-digits,Medium,52.99194918838283,False,"math,dynamic-programming,backtracking",algorithms
358,Rearrange String k Distance Apart,rearrange-string-k-distance-apart,Hard,38.687088393450544,True,"hash-table,string,greedy,sorting,heap-priority-queue,counting",algorithms
359,Logger Rate Limiter,logger-rate-limiter,Easy,75.87556101116269,True,"hash-table,design,data-stream",algorithms
360,Sort Transformed Array,sort-transformed-array,Medium,55.762881056592185,True,"array,math,two-pointers,sorting",algorithms
